README FIRST
-----
Fields:

Registration date
Total usage time	(in hours)
Pets				(YES or NO)
Carpet score		(1 to 9)
Sent for repair		(YES or NO)
Failure date
Battery, Impact sensor and IR sensor status	(OK or Damage)
----
Registration date,Total usage time,Pets,Carpet score,Sent for repair,Failure date,Battery status,Impact status,IR status
10Jun2015,2862,YES,4,NO,---,---,---,---
9May2016,1702,NO,2,NO,---,---,---,---
28Mar2019,243,NO,2,NO,---,---,---,---
5Aug2019,128,NO,6,NO,---,---,---,---
30May2015,2217,NO,2,NO,---,---,---,---
15Oct2017,552,NO,4,NO,---,---,---,---
20Mar2015,1759,YES,2,NO,---,---,---,---
21Apr2016,1419,NO,3,NO,---,---,---,---
10Dec2015,2470,YES,2,YES,14Nov2019,OK,Damage,OK
2Nov2017,120,YES,3,YES,24Dec2017,OK,OK,Damage
30Apr2015,624,NO,3,NO,---,---,---,---
9Mar2017,1627,YES,4,NO,---,---,---,---
6Oct2017,1073,NO,4,NO,---,---,---,---
13Sep2017,1046,YES,3,NO,---,---,---,---
9Apr2016,3070,YES,3,NO,---,---,---,---
29Oct2015,1581,NO,6,YES,7Nov2019,OK,OK,OK
21Aug2018,496,YES,3,NO,---,---,---,---
12Jan2016,1891,NO,3,NO,---,---,---,---
6Dec2017,1663,YES,6,NO,---,---,---,---
27Jul2019,181,NO,2,NO,---,---,---,---
13Jan2016,1345,NO,2,NO,---,---,---,---
27Feb2019,276,NO,5,NO,---,---,---,---
18Jul2016,1537,NO,3,NO,---,---,---,---
11Dec2015,1714,NO,6,YES,9Sep2018,OK,OK,Damage
5Aug2017,664,NO,2,NO,---,---,---,---
3Dec2015,1419,NO,3,YES,11Mar2019,OK,OK,Damage
14Feb2016,1894,NO,2,NO,---,---,---,---
15Oct2019,119,NO,2,NO,---,---,---,---
19Dec2015,1461,NO,7,NO,---,---,---,---
10Nov2019,59,NO,1,NO,---,---,---,---
27Aug2019,91,NO,5,NO,---,---,---,---
4Feb2016,1608,YES,6,YES,15Dec2017,OK,OK,Damage
17Oct2016,1183,NO,6,NO,---,---,---,---
26Jun2015,2511,NO,3,NO,---,---,---,---
3May2019,517,YES,4,NO,---,---,---,---
24Dec2019,8,NO,4,NO,---,---,---,---
10Nov2017,597,NO,4,NO,---,---,---,---
14Dec2017,566,NO,3,NO,---,---,---,---
2Jul2018,748,NO,2,NO,---,---,---,---
14Nov2017,1699,YES,4,NO,---,---,---,---
26Oct2015,2517,NO,5,NO,---,---,---,---
26Aug2017,705,NO,4,NO,---,---,---,---
30Jun2017,256,NO,3,NO,---,---,---,---
7Aug2019,423,YES,3,NO,---,---,---,---
6Apr2017,1445,NO,2,NO,---,---,---,---
13Feb2017,1016,NO,5,NO,---,---,---,---
21May2015,1702,YES,4,NO,---,---,---,---
22Aug2019,247,YES,4,NO,---,---,---,---
25Jul2016,1113,NO,4,NO,---,---,---,---
23Jan2017,1991,YES,3,NO,---,---,---,---
21Dec2016,979,NO,4,NO,---,---,---,---
19Jun2018,567,NO,5,NO,---,---,---,---
17Dec2017,1347,YES,1,YES,19Jun2019,Damage,OK,OK
3Oct2015,1929,NO,4,NO,---,---,---,---
17Sep2016,1933,YES,5,NO,---,---,---,---
2Nov2017,773,NO,3,NO,---,---,---,---
19Oct2018,457,NO,5,NO,---,---,---,---
5Jun2019,51,NO,6,NO,---,---,---,---
10Sep2018,1385,YES,6,NO,---,---,---,---
5Mar2017,1282,YES,1,NO,---,---,---,---
7Feb2015,1317,YES,3,YES,15Jun2016,Damage,OK,OK
2Jul2019,172,NO,4,NO,---,---,---,---
17Aug2015,2336,NO,4,NO,---,---,---,---
26Dec2019,18,YES,5,NO,---,---,---,---
29Apr2015,1720,NO,5,NO,---,---,---,---
18Feb2019,265,NO,2,NO,---,---,---,---
12Oct2016,1321,NO,5,NO,---,---,---,---
3Jan2017,1378,NO,4,NO,---,---,---,---
1Nov2019,84,NO,8,NO,---,---,---,---
10Sep2017,428,NO,4,NO,---,---,---,---
25Feb2018,651,NO,3,NO,---,---,---,---
29Aug2016,2374,YES,4,NO,---,---,---,---
7Jul2015,1596,NO,1,NO,---,---,---,---
5Dec2019,54,YES,5,NO,---,---,---,---
7May2018,781,YES,4,NO,---,---,---,---
3Jan2015,2525,NO,3,NO,---,---,---,---
30Oct2016,642,NO,4,NO,---,---,---,---
29Aug2017,1107,NO,2,NO,---,---,---,---
11Oct2017,1988,YES,3,YES,3Sep2019,Damage,OK,OK
20Sep2017,1463,YES,2,NO,---,---,---,---
30Sep2017,728,NO,5,NO,---,---,---,---
3Dec2017,794,NO,5,NO,---,---,---,---
25Apr2015,555,YES,5,YES,25Nov2015,Damage,OK,OK
19Apr2015,1784,NO,5,NO,---,---,---,---
27Jun2019,475,YES,5,NO,---,---,---,---
5Dec2017,883,NO,5,NO,---,---,---,---
15Feb2019,462,NO,4,NO,---,---,---,---
14Nov2017,812,NO,4,NO,---,---,---,---
4Sep2016,1694,YES,6,YES,8Dec2018,Damage,OK,OK
24Jun2019,132,NO,2,NO,---,---,---,---
6May2015,2529,YES,4,NO,---,---,---,---
1Jul2018,365,NO,2,NO,---,---,---,---
10Apr2015,1487,NO,1,NO,---,---,---,---
4May2019,373,NO,4,NO,---,---,---,---
11Feb2019,659,YES,5,NO,---,---,---,---
5Nov2015,1558,NO,2,NO,---,---,---,---
29Jan2019,608,YES,3,NO,---,---,---,---
2Apr2017,1058,NO,4,NO,---,---,---,---
5Apr2016,1461,NO,3,NO,---,---,---,---
17Nov2017,1488,YES,4,NO,---,---,---,---
2Jun2018,539,NO,2,NO,---,---,---,---
13Jan2018,871,YES,2,NO,---,---,---,---
13May2018,1218,YES,4,NO,---,---,---,---
21Mar2016,1642,NO,5,NO,---,---,---,---
7Oct2019,45,NO,4,NO,---,---,---,---
27Aug2019,234,YES,2,NO,---,---,---,---
1Jul2018,745,NO,4,NO,---,---,---,---
8May2016,1729,NO,5,NO,---,---,---,---
13Nov2019,67,YES,4,NO,---,---,---,---
8Apr2015,3217,YES,4,NO,---,---,---,---
29Dec2017,898,NO,3,NO,---,---,---,---
13Apr2018,1131,YES,3,NO,---,---,---,---
11Nov2018,328,NO,2,NO,---,---,---,---
25Sep2018,522,NO,3,NO,---,---,---,---
17Mar2019,210,NO,4,NO,---,---,---,---
19Feb2019,348,NO,2,NO,---,---,---,---
6May2017,1009,NO,3,NO,---,---,---,---
11Nov2015,3045,YES,2,YES,11May2019,OK,Damage,OK
30Nov2019,30,NO,2,NO,---,---,---,---
3Jan2017,1513,NO,5,NO,---,---,---,---
31Oct2018,757,YES,3,NO,---,---,---,---
18Jun2015,1696,NO,2,NO,---,---,---,---
24Jun2019,428,YES,3,NO,---,---,---,---
2Jan2019,868,YES,5,NO,---,---,---,---
23Feb2018,772,YES,3,NO,---,---,---,---
7Mar2018,1002,YES,3,NO,---,---,---,---
5Jul2019,270,NO,3,NO,---,---,---,---
5Feb2019,301,NO,2,NO,---,---,---,---
30Jun2017,829,NO,4,NO,---,---,---,---
23Aug2018,415,NO,3,NO,---,---,---,---
27Nov2018,548,YES,3,NO,---,---,---,---
11May2016,2812,YES,3,NO,---,---,---,---
28Jul2018,399,NO,3,NO,---,---,---,---
9Nov2017,1723,YES,2,NO,---,---,---,---
16Jun2019,196,NO,3,NO,---,---,---,---
21Feb2015,1177,NO,2,NO,---,---,---,---
24May2018,467,NO,3,NO,---,---,---,---
18Jun2018,857,NO,4,NO,---,---,---,---
8Nov2017,1648,YES,5,NO,---,---,---,---
3Mar2019,559,YES,3,NO,---,---,---,---
22Jun2016,1626,NO,2,NO,---,---,---,---
15Dec2015,1583,YES,5,YES,31Oct2017,Damage,OK,OK
5Nov2015,2911,YES,1,YES,5Dec2018,OK,Damage,OK
30Jan2015,871,NO,1,NO,---,---,---,---
29Jul2015,1902,NO,5,NO,---,---,---,---
27Apr2015,2698,YES,7,YES,14Nov2018,Damage,OK,OK
10Jan2019,429,NO,1,NO,---,---,---,---
31Aug2015,1775,YES,1,YES,28Jan2017,Damage,OK,OK
14Jun2015,1449,NO,2,YES,14Jul2019,OK,OK,Damage
19Jun2019,1,NO,4,NO,---,---,---,---
2Sep2018,557,YES,3,NO,---,---,---,---
4Jul2017,968,NO,3,NO,---,---,---,---
20May2016,2128,NO,1,NO,---,---,---,---
17Jul2015,1744,NO,4,NO,---,---,---,---
27Mar2019,255,NO,1,NO,---,---,---,---
21Jul2018,689,NO,1,NO,---,---,---,---
10Jan2019,99,NO,2,NO,---,---,---,---
27Jan2015,3296,YES,2,NO,---,---,---,---
8Apr2016,943,YES,5,YES,3Jan2017,Damage,OK,OK
4Jan2017,888,NO,6,NO,---,---,---,---
28Aug2016,2925,YES,5,NO,---,---,---,---
3May2019,127,NO,1,NO,---,---,---,---
16Nov2015,2109,YES,3,NO,---,---,---,---
30Oct2016,1255,YES,2,NO,---,---,---,---
20Feb2015,1902,NO,2,NO,---,---,---,---
9Jul2019,368,YES,3,NO,---,---,---,---
16Mar2019,721,YES,5,NO,---,---,---,---
26Oct2019,153,YES,4,NO,---,---,---,---
29Jan2018,1629,YES,6,NO,---,---,---,---
10Aug2015,919,NO,3,YES,5Aug2018,OK,OK,Damage
17Aug2019,103,NO,3,NO,---,---,---,---
16Aug2015,1973,NO,4,NO,---,---,---,---
12Oct2017,1239,YES,3,NO,---,---,---,---
26Nov2015,1420,YES,4,YES,7Feb2017,Damage,OK,OK
10Dec2019,41,YES,3,NO,---,---,---,---
4Jul2018,448,NO,3,NO,---,---,---,---
10Apr2016,887,NO,2,NO,---,---,---,---
28Dec2018,464,NO,4,NO,---,---,---,---
14Nov2016,778,YES,6,YES,4Nov2017,Damage,OK,OK
8Jun2019,170,NO,1,NO,---,---,---,---
7Sep2015,1839,NO,2,NO,---,---,---,---
8Jul2019,305,YES,3,NO,---,---,---,---
6Jul2019,291,YES,2,NO,---,---,---,---
18Apr2019,157,NO,5,NO,---,---,---,---
29Aug2017,653,NO,3,NO,---,---,---,---
17Feb2019,135,NO,4,NO,---,---,---,---
4Sep2019,120,NO,3,NO,---,---,---,---
28Oct2017,508,NO,1,NO,---,---,---,---
21Dec2016,2082,YES,1,NO,---,---,---,---
8Dec2015,898,NO,4,YES,6May2018,Damage,OK,OK
2Jun2019,406,YES,3,NO,---,---,---,---
3Mar2016,2259,YES,5,YES,19Apr2018,Damage,OK,OK
21Sep2019,38,NO,5,NO,---,---,---,---
16Apr2018,1292,YES,1,NO,---,---,---,---
19Oct2015,1069,NO,3,YES,10Oct2018,OK,OK,Damage
8Oct2019,48,NO,4,NO,---,---,---,---
11Oct2015,2617,YES,5,YES,26Aug2018,Damage,OK,OK
12Oct2019,90,NO,5,NO,---,---,---,---
6Apr2018,823,NO,4,NO,---,---,---,---
19Feb2015,2676,YES,1,YES,17Nov2018,OK,Damage,OK
11Feb2017,713,NO,2,NO,---,---,---,---
5Jan2016,2275,YES,2,NO,---,---,---,---
6Feb2018,1189,YES,5,NO,---,---,---,---
11Aug2019,126,NO,3,NO,---,---,---,---
19Nov2017,1180,NO,2,NO,---,---,---,---
20Sep2015,928,YES,2,YES,16Jul2016,OK,OK,Damage
28Oct2016,1479,NO,5,NO,---,---,---,---
8Apr2015,2842,YES,4,YES,22Aug2018,Damage,OK,OK
31Jul2015,1441,NO,4,NO,---,---,---,---
18Aug2018,361,NO,1,NO,---,---,---,---
4Nov2015,1433,NO,4,NO,---,---,---,---
17Oct2019,127,NO,3,NO,---,---,---,---
21Apr2015,1000,NO,4,NO,---,---,---,---
13Nov2019,46,NO,4,NO,---,---,---,---
17Jun2017,1159,NO,1,NO,---,---,---,---
7Jul2018,780,YES,6,NO,---,---,---,---
14Aug2018,1172,YES,1,NO,---,---,---,---
27Oct2018,807,YES,2,NO,---,---,---,---
25May2019,367,YES,1,NO,---,---,---,---
24Jul2018,1350,YES,3,NO,---,---,---,---
23Mar2016,1472,NO,4,NO,---,---,---,---
18Jun2017,1236,NO,4,NO,---,---,---,---
15Oct2018,953,YES,4,NO,---,---,---,---
1Jan2015,1446,NO,2,NO,---,---,---,---
3Jun2015,2256,YES,5,YES,9Oct2017,Damage,OK,OK
19Nov2018,627,NO,1,NO,---,---,---,---
19Jun2016,1697,NO,2,NO,---,---,---,---
27Sep2016,2352,YES,3,NO,---,---,---,---
31Mar2018,902,NO,2,NO,---,---,---,---
21Mar2019,307,NO,5,NO,---,---,---,---
7May2015,1875,NO,3,NO,---,---,---,---
29Apr2016,1132,NO,5,NO,---,---,---,---
21Jul2018,413,NO,3,NO,---,---,---,---
4Apr2015,2493,YES,3,NO,---,---,---,---
4Sep2016,2010,YES,5,YES,7Aug2019,Damage,OK,OK
20Jun2019,501,YES,5,NO,---,---,---,---
21Feb2016,1361,YES,5,NO,---,---,---,---
10Nov2017,746,NO,3,NO,---,---,---,---
15Dec2015,1374,NO,6,YES,21Jun2019,Damage,OK,OK
31Dec2019,0,YES,3,NO,---,---,---,---
5Jul2017,346,NO,4,NO,---,---,---,---
6Feb2019,316,NO,4,NO,---,---,---,---
9Mar2018,1506,YES,3,NO,---,---,---,---
7Apr2019,160,NO,4,NO,---,---,---,---
8Jun2018,1183,YES,1,NO,---,---,---,---
20Nov2018,782,YES,3,NO,---,---,---,---
25Sep2015,1523,NO,2,NO,---,---,---,---
13May2016,465,NO,4,YES,25Aug2017,OK,OK,Damage
20Apr2016,2460,YES,1,NO,---,---,---,---
11Oct2016,1411,YES,3,NO,---,---,---,---
21Apr2016,1332,YES,3,YES,18Oct2017,Damage,OK,OK
11Apr2019,420,NO,1,NO,---,---,---,---
3Sep2018,627,NO,1,NO,---,---,---,---
9Apr2019,443,YES,4,NO,---,---,---,---
2Sep2018,313,NO,4,NO,---,---,---,---
7Aug2018,1199,YES,3,NO,---,---,---,---
1Dec2019,28,NO,2,NO,---,---,---,---
23Oct2015,1010,NO,1,NO,---,---,---,---
31Oct2018,383,NO,2,NO,---,---,---,---
8Oct2019,183,YES,1,NO,---,---,---,---
30Apr2016,1863,NO,6,NO,---,---,---,---
6Jun2015,963,NO,1,NO,---,---,---,---
23Feb2016,2311,YES,1,NO,---,---,---,---
30Aug2016,1717,NO,4,NO,---,---,---,---
4Oct2019,78,NO,1,NO,---,---,---,---
13Dec2019,16,NO,5,NO,---,---,---,---
11Mar2017,815,YES,4,NO,---,---,---,---
2Jul2018,824,YES,6,NO,---,---,---,---
12Jun2019,249,NO,3,NO,---,---,---,---
4Mar2019,540,YES,4,NO,---,---,---,---
3Sep2018,403,NO,4,NO,---,---,---,---
27Mar2018,1468,YES,4,NO,---,---,---,---
20Mar2019,752,YES,4,NO,---,---,---,---
19Oct2015,152,NO,4,NO,---,---,---,---
26Oct2016,2485,YES,2,YES,24Sep2019,Damage,OK,OK
17May2016,2101,NO,3,NO,---,---,---,---
16Aug2015,1267,NO,7,NO,---,---,---,---
29Oct2017,582,NO,4,NO,---,---,---,---
14May2018,505,NO,4,NO,---,---,---,---
4Jan2015,2210,YES,3,YES,8May2018,OK,OK,OK
2Jan2019,626,YES,5,NO,---,---,---,---
28Dec2015,1501,NO,4,NO,---,---,---,---
2May2018,99,YES,3,NO,---,---,---,---
9Dec2018,474,NO,4,NO,---,---,---,---
5Oct2019,103,NO,2,NO,---,---,---,---
29Nov2016,1283,NO,5,NO,---,---,---,---
19Aug2017,769,NO,3,NO,---,---,---,---
10Dec2016,1253,NO,4,NO,---,---,---,---
29Aug2015,2026,NO,2,NO,---,---,---,---
14Jan2019,692,YES,2,NO,---,---,---,---
7Jun2018,1017,YES,4,NO,---,---,---,---
19Jun2016,1495,YES,2,NO,---,---,---,---
5Feb2017,1171,YES,2,YES,1Nov2018,Damage,OK,OK
4Sep2018,1078,YES,4,NO,---,---,---,---
1Apr2019,322,NO,2,NO,---,---,---,---
22May2015,1506,NO,3,NO,---,---,---,---
2Jun2016,1597,NO,5,YES,12Dec2018,OK,OK,Damage
20Jul2015,2895,YES,2,YES,10May2019,OK,Damage,OK
10Feb2016,2295,YES,2,YES,7Dec2018,Damage,OK,OK
27Mar2015,1808,YES,6,YES,17Dec2016,Damage,OK,OK
22Apr2015,1286,NO,5,NO,---,---,---,---
1Sep2017,538,NO,2,YES,3Dec2018,OK,OK,Damage
29Jun2015,171,NO,3,YES,10Dec2015,OK,OK,Damage
2Feb2017,1152,NO,3,NO,---,---,---,---
9Aug2015,1931,NO,4,NO,---,---,---,---
17Aug2019,210,NO,3,NO,---,---,---,---
18Jan2015,1021,NO,2,NO,---,---,---,---
1Jun2017,816,NO,2,NO,---,---,---,---
14Oct2018,755,YES,5,NO,---,---,---,---
24Jul2019,297,YES,4,NO,---,---,---,---
20Nov2018,1120,YES,4,NO,---,---,---,---
14Nov2019,50,NO,3,NO,---,---,---,---
23Oct2015,2920,YES,2,YES,10Nov2019,OK,Damage,OK
23Jul2016,1458,NO,5,NO,---,---,---,---
14Mar2017,1549,YES,4,NO,---,---,---,---
4Apr2018,1381,YES,4,NO,---,---,---,---
15Jun2018,403,NO,3,NO,---,---,---,---
30Dec2015,1256,NO,2,NO,---,---,---,---
31Dec2018,271,NO,2,NO,---,---,---,---
6Nov2018,961,YES,3,NO,---,---,---,---
18Apr2018,516,NO,2,NO,---,---,---,---
13Sep2015,948,YES,2,YES,2Jul2016,Damage,OK,OK
5May2018,1059,YES,2,NO,---,---,---,---
6Oct2015,1556,NO,5,NO,---,---,---,---
21Nov2017,469,NO,4,NO,---,---,---,---
25Jan2018,1949,YES,1,NO,---,---,---,---
3Oct2015,2689,NO,3,NO,---,---,---,---
6Sep2017,757,NO,3,NO,---,---,---,---
9Nov2017,1074,NO,3,NO,---,---,---,---
7Jan2018,1841,YES,2,NO,---,---,---,---
17Mar2019,158,NO,6,NO,---,---,---,---
21Aug2017,986,NO,2,NO,---,---,---,---
24Mar2016,2048,YES,3,NO,---,---,---,---
29Jun2016,1970,NO,5,NO,---,---,---,---
26Mar2019,320,NO,4,NO,---,---,---,---
29Mar2017,1017,NO,3,NO,---,---,---,---
27Jun2018,600,NO,2,NO,---,---,---,---
26Sep2019,86,NO,2,NO,---,---,---,---
12Nov2017,295,NO,5,NO,---,---,---,---
18Jun2017,1835,NO,3,NO,---,---,---,---
26Jun2017,781,YES,3,YES,24Jun2018,OK,OK,Damage
21Jun2015,1460,YES,3,YES,7Feb2017,Damage,OK,OK
17Oct2019,204,YES,6,NO,---,---,---,---
30Dec2015,902,NO,2,NO,---,---,---,---
30Aug2017,1694,YES,2,YES,27Sep2019,OK,OK,Damage
5Sep2015,2602,YES,3,YES,13Aug2018,OK,Damage,OK
15Mar2016,49,NO,4,YES,13May2016,OK,OK,Damage
3Dec2015,1847,NO,4,NO,---,---,---,---
21Apr2018,1083,YES,4,NO,---,---,---,---
9Jul2015,610,NO,2,NO,---,---,---,---
26May2016,1525,YES,3,YES,25Mar2018,Damage,OK,OK
8Jan2015,1554,YES,5,YES,3Sep2016,Damage,OK,OK
16Feb2016,223,NO,4,NO,---,---,---,---
28Sep2018,665,NO,1,NO,---,---,---,---
22Feb2015,2300,YES,3,YES,25May2017,OK,OK,Damage
23Sep2018,965,YES,5,NO,---,---,---,---
8Feb2018,567,NO,2,NO,---,---,---,---
2Jan2017,613,YES,5,YES,24Jun2017,Damage,OK,OK
17Sep2016,967,NO,2,NO,---,---,---,---
4Mar2016,1702,NO,4,YES,29Jul2019,OK,OK,OK
26Oct2018,655,YES,4,NO,---,---,---,---
16Jan2016,2817,YES,1,NO,---,---,---,---
15Feb2016,1631,YES,3,YES,13Sep2017,Damage,OK,OK
10Apr2018,571,NO,3,NO,---,---,---,---
25Jun2017,1076,NO,2,NO,---,---,---,---
12Dec2017,612,NO,3,NO,---,---,---,---
1Mar2017,1478,NO,3,NO,---,---,---,---
26Apr2018,558,NO,2,NO,---,---,---,---
13Feb2018,639,NO,4,NO,---,---,---,---
5Jul2017,908,NO,2,NO,---,---,---,---
28Jun2016,3042,YES,2,NO,---,---,---,---
29Aug2018,631,YES,3,NO,---,---,---,---
21Mar2019,634,YES,6,NO,---,---,---,---
2May2018,565,NO,2,NO,---,---,---,---
10Jul2017,1064,NO,3,NO,---,---,---,---
23Jul2018,691,NO,3,NO,---,---,---,---
17Nov2019,125,YES,1,NO,---,---,---,---
14Jun2018,1063,YES,5,NO,---,---,---,---
23Dec2019,9,NO,4,NO,---,---,---,---
4Oct2019,60,NO,4,NO,---,---,---,---
22Oct2018,559,YES,3,NO,---,---,---,---
24Sep2015,2869,YES,6,YES,17Aug2019,Damage,OK,OK
16Nov2015,1218,NO,3,NO,---,---,---,---
2Sep2019,313,YES,2,NO,---,---,---,---
26May2017,1196,NO,4,NO,---,---,---,---
4Nov2016,2018,YES,2,NO,---,---,---,---
17Aug2016,1466,NO,4,NO,---,---,---,---
15May2017,919,NO,3,NO,---,---,---,---
28Aug2019,269,YES,4,NO,---,---,---,---
30Aug2017,1415,YES,4,NO,---,---,---,---
1Aug2019,122,NO,4,NO,---,---,---,---
20Aug2016,602,NO,3,NO,---,---,---,---
9Jul2016,2666,YES,2,YES,14Mar2019,Damage,OK,OK
10Jan2015,1700,NO,4,NO,---,---,---,---
31May2017,1158,NO,2,NO,---,---,---,---
19Nov2016,2377,YES,7,NO,---,---,---,---
9Sep2015,1034,NO,3,YES,26Mar2018,OK,OK,Damage
1Aug2017,1082,NO,3,NO,---,---,---,---
6Jan2019,109,NO,1,NO,---,---,---,---
17Mar2015,1405,NO,3,NO,---,---,---,---
26Jul2018,1285,YES,2,NO,---,---,---,---
18Jul2018,701,YES,5,NO,---,---,---,---
24Jun2019,229,NO,2,NO,---,---,---,---
17May2016,517,NO,2,NO,---,---,---,---
4Sep2015,2461,YES,3,YES,13Jul2018,Damage,OK,OK
19Aug2019,240,YES,2,NO,---,---,---,---
20Mar2018,417,NO,1,NO,---,---,---,---
8Jan2018,576,NO,4,NO,---,---,---,---
7Jul2016,1544,YES,1,NO,---,---,---,---
28Jan2016,2100,YES,3,YES,2Apr2018,Damage,OK,OK
5Feb2019,402,NO,4,NO,---,---,---,---
31Oct2017,934,NO,4,NO,---,---,---,---
10Jul2019,215,NO,2,NO,---,---,---,---
3Jan2018,744,NO,2,NO,---,---,---,---
2Jan2016,1284,NO,5,YES,25Jul2019,OK,OK,Damage
4Feb2019,346,NO,2,NO,---,---,---,---
13Apr2018,231,NO,6,NO,---,---,---,---
10Mar2017,1344,NO,4,NO,---,---,---,---
9Sep2015,1620,NO,3,NO,---,---,---,---
8Feb2015,1427,NO,4,NO,---,---,---,---
17Jul2018,457,NO,2,NO,---,---,---,---
26Jun2015,2086,YES,4,YES,10Aug2018,Damage,OK,OK
3Jun2015,990,NO,5,NO,---,---,---,---
24Dec2015,2642,YES,2,NO,---,---,---,---
5Dec2019,10,YES,3,NO,---,---,---,---
29Apr2018,521,NO,2,NO,---,---,---,---
10Dec2019,29,NO,3,NO,---,---,---,---
9Dec2016,1134,NO,3,NO,---,---,---,---
26Jan2019,465,NO,5,NO,---,---,---,---
7May2016,1334,NO,2,NO,---,---,---,---
21May2017,673,NO,3,NO,---,---,---,---
30Dec2015,1398,NO,3,NO,---,---,---,---
24Sep2018,305,NO,1,NO,---,---,---,---
21Oct2017,712,NO,3,NO,---,---,---,---
30Jan2016,2763,YES,2,YES,24Feb2019,OK,Damage,OK
27Dec2015,1377,NO,2,NO,---,---,---,---
16Apr2015,1978,YES,4,YES,10Sep2017,Damage,OK,OK
22Sep2016,2674,YES,5,YES,4Oct2019,Damage,OK,OK
9Feb2018,805,NO,3,NO,---,---,---,---
14Nov2015,1347,NO,1,NO,---,---,---,---
11Jan2015,1522,NO,5,NO,---,---,---,---
31May2015,1253,NO,2,NO,---,---,---,---
13Dec2015,1586,NO,5,NO,---,---,---,---
25Feb2019,425,YES,2,NO,---,---,---,---
26Dec2016,2633,YES,6,YES,13Aug2019,Damage,OK,OK
21Jun2015,3466,YES,2,YES,13Aug2019,OK,Damage,OK
13Jun2019,682,YES,2,NO,---,---,---,---
24Aug2017,784,NO,3,NO,---,---,---,---
17Feb2019,936,YES,2,NO,---,---,---,---
4Jun2016,2255,YES,1,NO,---,---,---,---
21Nov2018,182,NO,3,YES,9May2019,OK,OK,Damage
22Sep2015,2215,NO,3,NO,---,---,---,---
19Feb2016,1179,YES,4,YES,12Apr2017,Damage,OK,OK
4Jan2018,1094,NO,3,NO,---,---,---,---
18Jun2019,100,YES,2,NO,---,---,---,---
24Mar2018,711,NO,4,NO,---,---,---,---
1Mar2017,1865,NO,3,NO,---,---,---,---
26Jun2019,450,YES,3,NO,---,---,---,---
23Sep2019,156,YES,4,NO,---,---,---,---
19Feb2018,980,YES,3,NO,---,---,---,---
1Jun2015,1315,YES,2,YES,7Mar2017,Damage,OK,OK
23Mar2017,1132,NO,1,NO,---,---,---,---
22Oct2016,1407,NO,2,NO,---,---,---,---
23Dec2019,5,NO,2,NO,---,---,---,---
30Jun2017,185,NO,4,YES,30Mar2018,OK,OK,Damage
15Apr2016,1280,NO,3,NO,---,---,---,---
15Aug2018,406,NO,2,NO,---,---,---,---
16Oct2015,1791,NO,2,YES,16Apr2019,Damage,OK,OK
30Jul2016,2471,NO,3,NO,---,---,---,---
25Jun2016,883,NO,5,NO,---,---,---,---
25May2018,903,NO,2,NO,---,---,---,---
12Apr2017,595,NO,6,NO,---,---,---,---
5Feb2015,1147,NO,2,YES,2May2017,OK,OK,Damage
18Aug2018,131,NO,3,YES,6Nov2018,OK,OK,Damage
20Aug2016,1254,NO,4,NO,---,---,---,---
22Apr2018,682,NO,3,NO,---,---,---,---
10Oct2016,2675,YES,2,NO,---,---,---,---
16Apr2017,1066,NO,4,NO,---,---,---,---
4Dec2017,589,NO,3,NO,---,---,---,---
24Dec2015,1220,NO,3,NO,---,---,---,---
17Apr2016,1221,NO,2,NO,---,---,---,---
8May2019,234,NO,3,NO,---,---,---,---
6Aug2015,730,NO,2,YES,15Jul2017,OK,OK,Damage
6Feb2019,388,NO,5,NO,---,---,---,---
10Nov2017,721,NO,4,NO,---,---,---,---
4Mar2016,2625,YES,3,NO,---,---,---,---
14Nov2017,628,NO,5,NO,---,---,---,---
8Oct2018,613,YES,4,NO,---,---,---,---
7Jul2015,1950,YES,3,YES,31Jul2019,OK,Damage,OK
15May2018,401,NO,4,YES,23Apr2019,OK,OK,Damage
26Jul2015,925,NO,1,YES,30Dec2018,OK,OK,Damage
5Apr2019,688,YES,4,NO,---,---,---,---
29Dec2016,1451,YES,2,NO,---,---,---,---
18Oct2017,858,NO,6,NO,---,---,---,---
5Jun2017,528,NO,4,NO,---,---,---,---
20Aug2015,2011,NO,3,NO,---,---,---,---
12Mar2019,304,NO,4,NO,---,---,---,---
11Dec2018,275,YES,3,NO,---,---,---,---
26Apr2018,1095,YES,2,NO,---,---,---,---
1Mar2016,2784,YES,4,NO,---,---,---,---
8Oct2019,52,NO,3,NO,---,---,---,---
3Jul2018,703,NO,5,NO,---,---,---,---
4Dec2017,444,NO,4,NO,---,---,---,---
6Oct2019,90,NO,3,NO,---,---,---,---
24Jul2019,305,YES,6,NO,---,---,---,---
23May2015,3261,YES,4,YES,27Sep2019,OK,Damage,OK
4May2015,1697,NO,7,NO,---,---,---,---
14Sep2019,279,YES,1,NO,---,---,---,---
2Nov2015,2122,YES,5,YES,20Feb2018,Damage,OK,OK
24Jul2019,231,NO,1,NO,---,---,---,---
4Nov2015,2346,YES,4,YES,2May2018,Damage,OK,OK
29Jun2016,1874,YES,2,NO,---,---,---,---
12Mar2015,1325,NO,3,NO,---,---,---,---
1Jan2017,1564,YES,4,YES,31Aug2018,Damage,OK,OK
24Jan2018,398,YES,6,NO,---,---,---,---
25Mar2016,1722,YES,3,YES,23Jan2018,Damage,OK,OK
12Feb2015,1682,NO,6,NO,---,---,---,---
